ProductCode,ManufacturerProductCode,ProductTitle,PriceExGST,PriceRRP,ProductCategory,StockOnHand,ProductDescription,ProductManufacturer,PromotionCode,NextAvailableStockDue
1XM33AA,1XM33AA,"HP Z4 G4 Fan and Front Card Guide Kit",20.84,24.00,"Workstation Options",0,"HP Z4 G4 Fan and Front Card Guide Kit",HP,,
1Y4D0AA,1Y4D0AA,"HP 235 Wireless Mouse and Keyboard Combo",41.70,65.00,"Notebook Options",0,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   HP 235 Wireless Mouse and Keyboard Combo",HP,43732363,
1ZX71AA,1ZX71AA,"HP DX175 Removable HDD Frame/Carrier",339.54,391.00,"Workstation Options",0,"HP DX175 Removable HDD Frame/Carrier",HP,,
1ZX72AA,1ZX72AA,"HP DX175 Removable HDD Spare Carrier",177.15,204.00,"Workstation Options",0,"HP DX175 Removable HDD Spare Carrier",HP,,
20022248,20022248,"Huawei Smart power sensor DDSU666-H single-phase smart meter",72.79,70.00,"PV Solar",0,"Huawei Smart power sensor,DDSU666-H,single-phase smart meter","HUAWEI ENTERPRISE",,18/11/2021
20022249-001,20022249-001,"Huawei Smart power sensor DTSU666-H three-phase smart meter",139.53,130.00,"PV Solar",7,"Huawei Smart power sensor?DTSU666-H?three-phase smart meter,250A","HUAWEI ENTERPRISE",,18/11/2021
20X23AA,20X23AA,"nVidia RTX A5000 24GB GDDR6 Dedicated Graphics Card",4511.31,5195.00,"Workstation Options",0,"NVIDIA RTX A5000 24GB 4DP GFX",HP,,
20X24AA,20X24AA,"nVidia RTX A4000 16GB GDDR6 Dedicated Graphics Card",2605.18,3000.00,"Workstation Options",0,"NVQuadrox4xxx 16GB DH BlwrFan 4DP",HP,,
21155238,21155238,"Huawei Network Energy FusionSolarDG  Engineering Install Kit",111.12,120.00,"PV Solar",10,"Huawei Network Energy FusionSolarDG  Engineering Installation Kit","HUAWEI ENTERPRISE",,
21201870,21201870,"Huawei Foot Connector for UPS2000G Rack UPS",1.60,10.00,"Uninterruptible Power Supplies - UPS",520,"Huawei Foot Connector for UPS2000G Rack UPS - Tower installation components","HUAWEI ENTERPRISE",,5/11/2021
21206195,21206195,"Huawei LUNA2000-ESS accessories-shield cover",115.09,130.00,"PV Solar",9,"Huawei LUNA2000-ESS accessories-shield cover","HUAWEI ENTERPRISE",,
21240477,21240477,"Huawei 250mm*180mm*1Uequipment front mounting ear(1set)",4.30,7.30,"Switch Accessories",1,"Promotional pricing on this item is available while stocks last or until 31/12/21 when purchased as a standalone item.   250mm*180mm*1Uequipment front mounting ear(1set)","HUAWEI ENTERPRISE",HuaweiClearance,
21240537,21240537,"Huawei 1U back mounting ear,IEC Expandable size(280-450mm)",5.38,6.97,"Switch Accessories",2,"Promotional pricing on this item is available while stocks last or until 31/12/21 when purchased as a standalone item.   1U Boxlike equipment lengthening back mounting ear,IEC Expandable size(280-450mm)","HUAWEI ENTERPRISE",HuaweiClearance,
21241494,21241494,"Huawei UPS2000G Rail Assembly",51.13,170.00,"Uninterruptible Power Supplies - UPS",57,"Huawei UPS2000G Rail Assembly,Selective Module,Rack mounting","HUAWEI ENTERPRISE",,
21Y56AA,21Y56AA,"HP P34hc G4 WQHD USB-C CURVED MONITOR",726.29,900.00,Monitors,0,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   3 Sided Micro Edge VA Curved LCD,21:9 Aspect Ratio,Up to 178 Degrees Horizontal and 178 Degrees Vertical Viewing Angles,250 nits Brightness,3500:1 Contrast Ratio,5ms Response Time,3440X1440 @ 60Hz Native Resolution,1X DisplayPort 1.2 and 1X HDMI 2.0 Input Connectors,1X USB 2.0 Upstream and 1X USB Type-C/4X USB 2.0 Downstream,3 Year Warranty",HP,43746797,
227F5PA,227F5PA,"HP ELITEDESK 800 G6 MINI i5-10500T 16GB 256GB WIFI WIN 10 PRO",1545.74,1780.00,"Desktop PCs",33,"Intel Core i5-10500T 2.3GHz Six Core 12MB Shared Cache Processor,16GB DDR4 2666MHz RAM 2X Slots 64GB Max (1X16GB),256GB M.2 NVMe PCIe Solid State Drive,Intel UHD 630 Shared Graphics,Intel l225LM Gigabit Ethernet,Conexant High Definition Audio,Intel AX201 802.11ax Wireless Lan Included,Bluetooth 5.0,65W External Power Supply,3X USB 3.2 (2X Rear,1X Front),3X USB 3.2 Gen 2 (1X Front,2X Rear),1X USB Type-C,2X DisplayPort 1.2,1X HDMI,1X Microphone and Headphone Ports (Front),1X RJ45,2X M.2-2280 for Storage,1X M.2-2230 for WLAN,Windows 10 Professional 64 Bit",HP,,
22SM3G-B,22SM3G-B,"LG 22SM3G 22"" LED FHD 16/7 250nit Signage Display",511.20,.00,"Signage & Displays",0,"LG 22SM3G 22"" LED FHD 16/7 250nit Signage Display",LG,,
230H3PA,230H3PA,"HP PRODESK 600 G6 MINI i5-10500T 8GB 256GB WIFI WIN 10 PRO",1287.00,1560.00,"Desktop PCs",88,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   Intel Core i5-10500T 2.3GHz Six Core 12MB Shared Cache Processor,8GB DDR4 2666MHz RAM 2X Slots 64GB Max (1X8GB),256GB M.2 NVMe PCIe Solid State Drive,Intel UHD 630 Shared Graphics,Intel l219-LM Gigabit Ethernet,Conexant High Definition Audio,Intel AX201 802.11ax Wireless Lan Included,Bluetooth 5.0,65W External Power Supply,3X USB 3.2 (2X Rear,1X Front),3X USB 3.2 Gen 2 (1X Front,2X Rear),1X USB Type-C,2X DisplayPort 1.2,1X HDMI,1X Microphone and Headphone Ports (Front),1X RJ45,2X M.2-2280 for Storage,1X M.2-2230 for WLAN,Windows 10 Professional 64 Bit",HP,43746797,
230H4PA,230H4PA,"HP PRODESK 600 G6 MINI i5-10500T 16GB 256GB WIFI WIN 10 PRO",1353.00,1640.00,"Desktop PCs",6,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   Intel Core i5-10500T 2.3GHz Six Core 12MB Shared Cache Processor,16GB DDR4 2666MHz RAM 2X Slots 64GB Max (1X16GB),256GB M.2 NVMe PCIe Solid State Drive,Intel UHD 630 Shared Graphics,Intel l219-LM Gigabit Ethernet,Conexant High Definition Audio,Intel AX201 802.11ax Wireless Lan Included,Bluetooth 5.0,65W External Power Supply,3X USB 3.2 (2X Rear,1X Front),3X USB 3.2 Gen 2 (1X Front,2X Rear),1X USB Type-C,2X DisplayPort 1.2,1X HDMI,1X Microphone and Headphone Ports (Front),1X RJ45,2X M.2-2280 for Storage,1X M.2-2230 for WLAN,Windows 10 Professional 64 Bit",HP,43746797,13/1/2022
230H5PA,230H5PA,"HP PRODESK 600 G6 MINI i7-10700T 8GB 256GB WIFI WIN 10 PRO",1551.00,1880.00,"Desktop PCs",9,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   Intel Core i7-10700T 2GHz Eight Core 16MB Shared Cache Processor,8GB DDR4 2666MHz RAM 2X Slots 64GB Max (1X8GB),256GB M.2 NVMe PCIe Solid State Drive,Intel UHD 630 Shared Graphics,Intel l219-LM Gigabit Ethernet,Conexant High Definition Audio,Intel AX201 802.11ax Wireless Lan Included,Bluetooth 5.0,65W External Power Supply,3X USB 3.2 (2X Rear,1X Front),3X USB 3.2 Gen 2 (1X Front,2X Rear),1X USB Type-C,2X DisplayPort 1.2,1X HDMI,1X Microphone and Headphone Ports (Front),1X RJ45,2X M.2-2280 for Storage,1X M.2-2230 for WLAN,Windows 10 Professional 64 Bit",HP,43746797,
230H7PA,230H7PA,"HP PRODESK 600 G6 MINI i7-10700T 16GB 256GB WIFI WIN 10 PRO",1617.00,1960.00,"Desktop PCs",0,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   Intel Core i7-10700T 2GHz Eight Core 16MB Shared Cache Processor,16GB DDR4 2666MHz RAM 2X Slots 64GB Max (1X16GB),256GB M.2 NVMe PCIe Solid State Drive,Intel UHD 630 Shared Graphics,Intel l219-LM Gigabit Ethernet,Conexant High Definition Audio,Intel AX201 802.11ax Wireless Lan Included,Bluetooth 5.0,65W External Power Supply,3X USB 3.2 (2X Rear,1X Front),3X USB 3.2 Gen 2 (1X Front,2X Rear),1X USB Type-C,2X DisplayPort 1.2,1X HDMI,1X Microphone and Headphone Ports (Front),1X RJ45,2X M.2-2280 for Storage,1X M.2-2230 for WLAN,Windows 10 Professional 64 Bit",HP,43746797,13/1/2022
230H8PA,230H8PA,"HP PRODESK 600 G6 MINI i5-10500T 8GB 256GB WIFI MINI AIO",1295.25,1570.00,"Desktop PCs",0,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   Intel Core i5-10500T 2.3GHz Six Core 12MB Shared Cache Processor,8GB DDR4 2666MHz RAM 2X Slots 64GB Max (1X8GB),256GB M.2 NVMe PCIe Solid State Drive,Intel UHD 630 Shared Graphics,Intel l219-LM Gigabit Ethernet,Conexant High Definition Audio,Intel AX201 802.11ax Wireless Lan Included,Bluetooth 5.0,65W External Power Supply,3X USB 3.2 (2X Rear,1X Front),3X USB 3.2 Gen 2 (1X Front,2X Rear),1X USB Type-C,2X DisplayPort 1.2,1X HDMI,1X Microphone and Headphone Ports (Front),1X RJ45,2X M.2-2280 for Storage,1X M.2-2230 for WLAN,Windows 10 Professional 64 Bit,Includes 100W Power Delivery via a USB Type-C 3.1 Gen 2 Port",HP,43746797,
230J2PA,230J2PA,"HP PRODESK 600 G6 SFF i5-10500 8GB 256GB WIN 10 PRO",1369.50,1660.00,"Desktop PCs",85,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   Intel Core i5-10500 3.1GHz Six Core 12MB Cache 65W,8GB DDR4 2666MHz RAM 4X Slots 128GB Max (1X8GB),256GB M.2 NVMe PCIe Solid State Drive,Slim Supermulti DVDRW,Intel UHD 630 Shared Graphics,Intel l219-LM Gigabit Ethernet,Conexant High Definition Audio,180W Up To 90% Efficent Power Supply,2X USB 2.0 (2X Rear),3X USB 3.1 (3X Rear),4X USB 3.1 Gen 2 (4X Front),1X USB Type-C,2X DisplayPort 1.2,1X HDMI 1.4,1X Microphone and Headphone Ports (Front),1X RJ45,1X Slim ODD,2X Internal 2.5"" HDD Bays,1X PCIe x16 Slot,1X PCIe x4 Slot,1X M.2 2230 PCIe Slot for WLAN,1X M.2 2280 Slot for Storage,Windows 10 Professional 64 Bit",HP,43746797,
230J3PA,230J3PA,"HP PRODESK 600 G6 SFF i5-10500 8GB 256GB WIN 10 HOME",1262.25,1530.00,"Desktop PCs",0,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   Intel Core i5-10500 3.1GHz Six Core 12MB Cache 65W,8GB DDR4 2666MHz RAM 4X Slots 128GB Max (1X8GB),256GB M.2 NVMe PCIe Solid State Drive,Slim Supermulti DVDRW,Intel UHD 630 Shared Graphics,Intel l219-LM Gigabit Ethernet,Conexant High Definition Audio,180W Up To 90% Efficent Power Supply,2X USB 2.0 (2X Rear),3X USB 3.1 (3X Rear),4X USB 3.1 Gen 2 (4X Front),1X USB Type-C,2X DisplayPort 1.2,1X HDMI 1.4,1X Microphone and Headphone Ports (Front),1X RJ45,1X Slim ODD,2X Internal 2.5"" HDD Bays,1X PCIe x16 Slot,1X PCIe x4 Slot,1X M.2 2230 PCIe Slot for WLAN,1X M.2 2280 Slot for Storage,Windows 10 Home 64 Bit",HP,43746797,
230J6PA,230J6PA,"HP PRODESK 600 G6 SFF i7-10700 16GB 256GB WIN 10 PRO",1716.00,2080.00,"Desktop PCs",18,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   Intel Core i7-10700 2.9GHz Eight Core 16MB Cache 65W,16GB DDR4 2666MHz RAM 4X Slots 128GB Max (1X16GB),256GB M.2 NVMe PCIe Solid State Drive,Slim Supermulti DVDRW,Intel UHD 630 Shared Graphics,Intel l219-LM Gigabit Ethernet,Conexant High Definition Audio,180W Up To 90% Efficent Power Supply,2X USB 2.0 (2X Rear),3X USB 3.1 (3X Rear),4X USB 3.1 Gen 2 (4X Front),1X USB Type-C,2X DisplayPort 1.2,1X HDMI 1.4,1X Microphone and Headphone Ports (Front),1X RJ45,1X Slim ODD,2X Internal 2.5"" HDD Bays,1X PCIe x16 Slot,1X PCIe x4 Slot,1X M.2 2230 PCIe Slot for WLAN,1X M.2 2280 Slot for Storage,Windows 10 Professional 64 Bit",HP,43746797,
230V0PA,230V0PA,"HP PRODESK 600 G6 MINI i3-10100T 8GB 256GB WIFI WIN 10 PRO",1146.75,1390.00,"Desktop PCs",12,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   Intel Core i3-10100T 3GHz Quad Core 6MB Shared Cache Processor,8GB DDR4 2666MHz RAM 2X Slots 64GB Max (1X8GB),256GB M.2 NVMe PCIe Solid State Drive,Intel UHD 630 Shared Graphics,Intel l219-LM Gigabit Ethernet,Conexant High Definition Audio,Intel AX201 802.11ax Wireless Lan Included,Bluetooth 5.0,65W External Power Supply,3X USB 3.2 (2X Rear,1X Front),3X USB 3.2 Gen 2 (1X Front,2X Rear),1X USB Type-C,2X DisplayPort 1.2,1X HDMI,1X Microphone and Headphone Ports (Front),1X RJ45,2X M.2-2280 for Storage,1X M.2-2230 for WLAN,Windows 10 Professional 64 Bit",HP,43746797,
231B2PA,231B2PA,"HP PRODESK 600 G6 SFF i7-10700 8GB 256GB WIN 10 PRO",1641.75,1990.00,"Desktop PCs",13,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   Intel Core i7-10700 2.9GHz Eight Core 16MB Cache 65W,8GB DDR4 2666MHz RAM 4X Slots 128GB Max (1X8GB),256GB M.2 NVMe PCIe Solid State Drive,Slim Supermulti DVDRW,Intel UHD 630 Shared Graphics,Intel l219-LM Gigabit Ethernet,Conexant High Definition Audio,180W Up To 90% Efficent Power Supply,2X USB 2.0 (2X Rear),3X USB 3.1 (3X Rear),4X USB 3.1 Gen 2 (4X Front),1X USB Type-C,2X DisplayPort 1.2,1X HDMI 1.4,1X Microphone and Headphone Ports (Front),1X RJ45,1X Slim ODD,2X Internal 2.5"" HDD Bays,1X PCIe x16 Slot,1X PCIe x4 Slot,1X M.2 2230 PCIe Slot for WLAN,1X M.2 2280 Slot for Storage,Windows 10 Professional 64 Bit",HP,43746797,
234C4PA,234C4PA,"HP PRODESK 400 G7 SFF i3-10100 8GB 256GB WIN 10 PRO",1155.00,1400.00,"Desktop PCs",7,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   Intel Core i3-10100 3.6GHz Quad Core 6MB Cache 65W,8GB DDR4 2666MHz RAM 2X Slots 64GB Max (1X8GB),256GB M.2 NVMe PCIe Solid State Drive,Slim Supermulti DVDRW,Intel UHD 630 Shared Graphics,Intel l219-LM Gigabit Ethernet,Conexant High Definition Audio,180W Up To 90% Efficient Power Supply,4X USB 2.0 (2X Rear,2X Front),3X USB 3.1 (3X Rear),3X USB 3.1 Gen 2 (2X Front),2X DisplayPort 1.2,1X HDMI 1.4,1X Microphone and Headphone Ports (Front),1X RJ45,1X Slim ODD,2X Internal 2.5"" HDD Bays,1X PCIe x16 Slot,1X PCIe x1 Slot,1X M.2 2230 PCIe Slot for WLAN,1X M.2 2280 Slot for Storage,Windows 10 Professional 64 Bit",HP,43746797,
234W9PA,234W9PA,"HP PRODESK 400 G6 MINI i3-10100T 8GB 256GB WIFI WIN 10 PRO",1089.00,1320.00,"Desktop PCs",11,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   Intel Core i3-10100T 3GHz Quad Core 6MB Shared Cache Processor,8GB DDR4 2666MHz RAM 2X Slots 64GB Max (1X8GB),256GB M.2 NVMe PCIe Solid State Drive,Intel UHD 630 Shared Graphics,Intel l219-LM Gigabit Ethernet,Conexant High Definition Audio,Intel AX201 802.11ax Wireless Lan Included,Bluetooth 5.0,65W External Power Supply,2X USB 2.0 (Rear),3X USB 3.2 (1X Rear,2X Front),1X USB 3.2 Gen 2 (1X Front) 2X DisplayPort 1.2,1X HDMI,1X Microphone and Headphone Ports (Front),1X RJ45,1X M.2-2280 for Storage,1X M.2-2230 for WLAN,Windows 10 Professional 64 Bit",HP,43746797,
234X0PA,234X0PA,"HP PRODESK 400 G6 MINI i5-10500T 8GB 256GB WIFI WIN 10 PRO",1221.00,1480.00,"Desktop PCs",57,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   Intel Core i5-10500T 2.3GHz Six Core 12MB Shared Cache Processor,8GB DDR4 2666MHz RAM 2X Slots 64GB Max (1X8GB),256GB M.2 NVMe PCIe Solid State Drive,Intel UHD 630 Shared Graphics,Intel l219-LM Gigabit Ethernet,Conexant High Definition Audio,Intel AX201 802.11ax Wireless Lan Included,Bluetooth 5.0,65W External Power Supply,2X USB 2.0 (Rear),3X USB 3.2 (1X Rear,2X Front),1X USB 3.2 Gen 2 (1X Front) 2X DisplayPort 1.2,1X HDMI,1X Microphone and Headphone Ports (Front),1X RJ45,1X M.2-2280 for Storage,1X M.2-2230 for WLAN,Windows 10 Professional 64 Bit",HP,43746797,
234X1PA,234X1PA,"HP PRODESK 400 G6 MINI i7-10700T 8GB 256GB WIFI WIN 10 PRO",1476.75,1790.00,"Desktop PCs",14,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   Intel Core i7-10700T 2GHz Eight Core 16MB Shared Cache Processor,8GB DDR4 2666MHz RAM 2X Slots 64GB Max (1X8GB),256GB M.2 NVMe PCIe Solid State Drive,Intel UHD 630 Shared Graphics,Intel l219-LM Gigabit Ethernet,Conexant High Definition Audio,Intel AX201 802.11ax Wireless Lan Included,Bluetooth 5.0,65W External Power Supply,2X USB 2.0 (Rear),3X USB 3.2 (1X Rear,2X Front),1X USB 3.2 Gen 2 (1X Front) 2X DisplayPort 1.2,1X HDMI,1X Microphone and Headphone Ports (Front),1X RJ45,1X M.2-2280 for Storage,1X M.2-2230 for WLAN,Windows 10 Professional 64 Bit",HP,43746797,
234X2PA,234X2PA,"HP PRODESK 400 G6 MINI i5-10500T 8GB 256GB WIFI MINI AIO",1229.25,1490.00,"Desktop PCs",0,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   Intel Core i5-10500T 2.3GHz Six Core 12MB Shared Cache Processor,8GB DDR4 2666MHz RAM 2X Slots 64GB Max (1X8GB),256GB M.2 NVMe PCIe Solid State Drive,Intel UHD 630 Shared Graphics,Intel l219-LM Gigabit Ethernet,Conexant High Definition Audio,Intel AX201 802.11ax Wireless Lan Included,Bluetooth 5.0,65W External Power Supply,2X USB 2.0 (Rear),3X USB 3.2 (1X Rear,2X Front),1X USB 3.2 Gen 2 (1X Front) 2X DisplayPort 1.2,1X HDMI,1X Microphone and Headphone Ports (Front),1X RJ45,1X M.2-2280 for Storage,1X M.2-2230 for WLAN,Windows 10 Professional 64 Bit,Includes 100W Power Delivery via a USB Type-C 3.1 Gen 2 Port",HP,43746797,
234X4PA,234X4PA,"HP PRODESK 400 G7 SFF i5-10500 8GB 256GB WIN 10 PRO",1287.00,1560.00,"Desktop PCs",26,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   Intel Core i5-10500 3.1GHz Six Core 12MB Cache 65W,8GB DDR4 2666MHz RAM 2X Slots 64GB Max (1X8GB),256GB M.2 NVMe PCIe Solid State Drive,Slim Supermulti DVDRW,Intel UHD 630 Shared Graphics,Intel l219-LM Gigabit Ethernet,Conexant High Definition Audio,180W Up To 90% Efficient Power Supply,4X USB 2.0 (2X Rear,2X Front),3X USB 3.1 (3X Rear),3X USB 3.1 Gen 2 (2X Front),2X DisplayPort 1.2,1X HDMI 1.4,1X Microphone and Headphone Ports (Front),1X RJ45,1X Slim ODD,2X Internal 2.5"" HDD Bays,1X PCIe x16 Slot,1X PCIe x1 Slot,1X M.2 2230 PCIe Slot for WLAN,1X M.2 2280 Slot for Storage,Windows 10 Professional 64 Bit",HP,43746797,
235P8PA,235P8PA,"HP ELITEDESK 800 G6 SFF i5-10500 8GB 256GB WIN 10 PRO",1589.16,1830.00,"Desktop PCs",44,"Intel Core i5-10500 3.1GHz Six Core 12MB Cache 65W,8GB DDR4 2666MHz RAM 4X Slots 128GB Max (1X8GB),256GB M.2 NVMe PCIe Solid State Drive,Slim Supermulti DVDRW,Intel UHD 630 Shared Graphics,Intel l225LM Gigabit Ethernet,Conexant High Definition Audio,126W Up To 90% Efficient Power Supply,2X USB 2.0 (2X Rear),4X USB 3.1 (2X Rear,2X Front),4X USB 3.1 Gen 2 (2X Front,2X Rear),1X USB Type-C,2X DisplayPort 1.2,1X HDMI 1.4,1X Microphone and Headphone Ports (Front),1X RJ45,1X Slim ODD,1X Internal 2.5"" HDD Bays,2X Internal 3.5"" HDD Bay,1X PCIe x16 Slot (Wired ad as X4),1X PCIe x16 Slot,1X PCIe x1 Slot,1X M.2 2230 PCIe Slot for WLAN,2X M.2 2280 Slot for Storage,Windows 10 Professional 64 Bit",HP,,
23U45PA,23U45PA,"HP PROONE 400 G6 i5-10500T 8GB 256GB DVDRW 23.8"" WIN 10 PRO",1476.27,1870.00,"All in One PCs",0,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   23.8"" Full High Definition LED Screen With 1920X1080 Resolution,Intel Q470 Express Chipset,Intel Core i5-10500T 2.3GHz Six Core 12MB Cache 35W Processor,8GB DDR4 2666MHz RAM 2X Slots 64GB Max (1X8GB),256GB M.2 NVMe PCIe Solid State Drive,Slim SATA Supermulti DVD-RW,Intel UHD Shared Graphics,Intel Gigabit Ethernet,Intel AX201 802.11ax Wireless Lan,Conexant High Definition Audio with Stero Speakers Built In,1X USB Type C Port (Side),4X USB 3.2 (4X Rear),4X USB 3.2 Gen 2 (Side),1X DisplayPort 1.2,1X HDMI 2.0 Port,1X Microphone and Headphone (Side),1X RJ45,1X M.2 2280 Slot for Storage,1X M.2 2230 Slot for WLAN,USB Keyboard and Mouse,Integrated 720P Webcam,Height Adjustable Stand,Windows 10 Professional 64 Bit",HP,43746797,
23U46PA,23U46PA,"HP PROONE 400 G6 i5-10500T 8GB 256GB DVDRW 23.8"" WIN 10 HOME",1519.69,1750.00,"All in One PCs",0,"23.8"" Full High Definition LED Screen With 1920X1080 Resolution,Intel Q470 Express Chipset,Intel Core i5-10500T 2.3GHz Six Core 12MB Cache 35W Processor,8GB DDR4 2666MHz RAM 2X Slots 64GB Max (1X8GB),256GB M.2 NVMe PCIe Solid State Drive,Slim SATA Supermulti DVD-RW,Intel UHD Shared Graphics,Intel Gigabit Ethernet,Intel AX201 802.11ax Wireless Lan,Conexant High Definition Audio with Stero Speakers Built In,1X USB Type C Port (Side),4X USB 3.2 (4X Rear),4X USB 3.2 Gen 2 (Side),1X DisplayPort 1.2,1X HDMI 2.0 Port,1X Microphone and Headphone (Side),1X RJ45,1X M.2 2280 Slot for Storage,1X M.2 2230 Slot for WLAN,USB Keyboard and Mouse,Integrated 720P Webcam,Height Adjustable Stand,Windows 10 Professional 64 Bit",HP,,
