"Brand","Mftr Code","Description","Long Description","Dove Code","Price","Qty","Category 1","Category 2","Image URL","Product URL","Barcode","Current Due Date"
"Brateck","LPA36-466","Brateck Cantilever 37-70"" LCD Wall Mount Bracket","Cantilever Bracket, Full motion arm, Tilt & Swivel, 37-70"", 50kg max, 64-510mm Profile, Max VESA 600x400. Dual Stud Installation. Curved Display Compatible.","AF949","77.50","0","Mount Brackets (LCD & Proj)","TV Accessories","https://www.dove.co.nz/images/products/14014-317146.jpg","https://www.dove.co.nz/jump/14014","9341756012789","30 Dec 22"
"Brateck","LCD-501","Brateck Pivoting/Swivel 13-27"" LCD Wall Mount Bracket","Swivel/Pivot Bracket, 13-27"", 15kg max, 98mm Profile, VESA 75x75, 100x100","AF954","11.50","5","Mount Brackets (LCD & Proj)","TV Accessories","https://www.dove.co.nz/images/products/14669-259239.jpg","https://www.dove.co.nz/jump/14669","3965864123081","0 day(s)"
"Brateck","LP46-48T","Brateck 37-70"" TV Wall Mount Bracket with Tilt","BRATECK 37''-70'' Tilt TV wall mount bracket. Max Load: 50Kgs. VESA support up to: 800x400. Built-in bubble level","AF956","46.50","0","Mount Brackets (LCD & Proj)","TV Accessories","https://www.dove.co.nz/images/products/19345-1311511.jpg","https://www.dove.co.nz/jump/19345","3965864167764","09 Dec 22"
"Brateck","LCD-501A","Brateck Pivoting/Swivel 23-42"" Monitor Wall Mount Bracket","BRATECK 23''-42'' Pivoting wall mount bracket. Tilt and swivel. Supports VESA 75x75,100x100,200x100,200x200. Max Load 30Kgs. Hidden cable","AF957","17.00","1","Mount Brackets (LCD & Proj)","TV Accessories","https://www.dove.co.nz/images/products/19346-3912511.jpg","https://www.dove.co.nz/jump/19346","3965864954142","07 Dec 22"
"Brateck","LDA18-222","Brateck Cantilever 13-42"" Articulated LCD Wall Mount Bracket","BRATECK 13-42'' Full Motion TV/Monitor wall mount bracket. Also perfect for caravans, motor homes, RV, etc. as bracket can be secured for transit. VESA: 75x75,100x100,200x100,200x200 Max load: 15Kgs. Slide-in wall plate provides easy access for attachment and detachment, Built-in bubble level, Cable management keeps everything organized, 5 year warranty","AF959","55.00","3","Mount Brackets (LCD & Proj)","TV Accessories","https://www.dove.co.nz/images/products/20048-558135.jpg","https://www.dove.co.nz/jump/20048","3965864797282","30 Dec 22"
"Brateck","LDT10-C024","Brateck 13-32"" Dual Monitor Counter-Balanced Stand with Clamp Base","Dual Monitor Stand with Clamp/Grommet Base, 13-32"", 9kg max per arm, VESA 75x75, 100x100, Max Arm Extension 525mm, Tilt +90° - -90°, Swivel +90°~-90°, Rotate +90°~-90°

","AF979","97.50","0","Mount Brackets (LCD & Proj)","TV Accessories","https://www.dove.co.nz/images/products/18636-101466.jpg","https://www.dove.co.nz/jump/18636","9341756016466","07 Dec 22"
"Brateck","LDT07-C036","Brateck 13-27"" Triple Monitor Stand with Clamp/Grommet Base","BRATECK 13''-27'' Triple monitor desk mount. Rotate, tilt and swivel. Supports VESA 75x75 & 100x100. Max load: 8kg per screen. Max arm extension - 630mm. Colour: Slate black. Clamp and Grommet base

","AF982","80.00","3","Mount Brackets (LCD & Proj)","TV Accessories","https://www.dove.co.nz/images/products/19651-2112124.jpg","https://www.dove.co.nz/jump/19651","","07 Dec 22"
"Brateck","BT-LP42-44DT","Brateck Tilt 32-55"" LCD Wall Mount Bracket","Brateck TV bracket. Fit for most 32""-55"" LED, 3D LED, LCD, Plasma TVs
","AF984","23.00","0","Mount Brackets (LCD & Proj)","TV Accessories","https://www.dove.co.nz/images/products/20544-388198.jpg","https://www.dove.co.nz/jump/20544","","30 Dec 22"
"Brateck","BT-LDT16-C024","Brateck 17-32"" Dual Monitor Gas Spring Stand with Clamp/Grommet Base","Brateck Gas Spring Dual Monitor Arm for 17""-32""
360°swivel with a 360° Rotary VESA plate 

","AF988","105.00","11","Mount Brackets (LCD & Proj)","TV Accessories","https://www.dove.co.nz/images/products/20548-169198.jpg","https://www.dove.co.nz/jump/20548","","0 day(s)"
"Brateck","BT-LDT10-C012","Brateck 13-32"" Single Monitor Gas Spring Stand with Clamp/Grommet Base","Brateck Single Aluminium Interactive Counterbalance Single Monitor Arm 13’’-32’’
Built-in spring gauge for perfect weight adjustment
360° Rotary/detatchable VESA plate
","AF989","69.00","12","Mount Brackets (LCD & Proj)","TV Accessories","https://www.dove.co.nz/images/products/20549-209198.jpg","https://www.dove.co.nz/jump/20549","9341756016459","0 day(s)"
"Brateck","LPA50-443","Brateck Full Motion 23-55"" TV/Monitor Wall Mount Bracket","The LPA50-443 is a full-motion wall mount for most 23''-55'' flat panel TVs up to 35kg/77lbs. The arm can be stretched up to 515mm for a full range of movement to perfectly position your screen display - swivel up to 90° left or right and -15°~+5° tilt. This pre-assembled arm comes complete with integrated cable management and decorative covers to ensure an elegant and tidy look. Its built-in level adjustment offers 3° clockwise and counterclockwise turning to ensure it is perfectly level. Compatible with VESA hole up to 400x400.","AF995","45.00","3","Mount Brackets (LCD & Proj)","TV Accessories","https://www.dove.co.nz/images/products/20944-2991911.jpg","https://www.dove.co.nz/jump/20944","","07 Dec 22"
"AOC","24B2XH /79","AOC 24B2XH 24"" 1920x1080 VGA HDMI 75Hz Frameless Monitor","23.8"" IPS Panel, Frameless, Full HD 1920 x 1080 Max Res, 7ms Response, 75Hz, 1xVGA, 1xHDMI, VESA 100mm, 1xHDMI Cable, 3yr Warranty, Tilt -3° -21.5°
Incl 1x HDMI cable","AOC030","199.00","501","Monitors","Unspecified","https://www.dove.co.nz/images/products/21502-199195.jpg","https://www.dove.co.nz/jump/21502","4717385945197","0 day(s)"
"AOC","24G2SE /79","AOC 24G2SE 24"" 1920x1080 1ms VGA HDMI DP 165Hz Monitor","23.8"" VA Panel, Full HD 1920 x 1080 Max Res, 165Hz, 1x VGA, 2x HDMI, 1xDisplay Port, VESA 100mm, 3yr Warranty Tilt -5° - 23°
NTSC 96% (CIE1976) / sRGB 126% (CIE1931) / DCI-P3 87% (CIE1976)","AOC067","262.00","101","Monitors","_Unspecified","https://www.dove.co.nz/images/products/23373-5114143.jpg","https://www.dove.co.nz/jump/23373","6973985230066","0 day(s)"
"AOC","27B2H /79","AOC 27B2H 27"" 1920x1080 VGA HDMI 75Hz Frameless Monitor","27"" IPS Panel, Frameless, Full HD Max Res, 7ms Response, 75Hz, 1xVGA, 1xHDMI, VESA 100mm, 1xHDMI Cable, 3yr Warranty, Tilt -5° - 21.5°","AOC0802","179.00","101","Monitors","Unspecified","https://www.dove.co.nz/images/products/21503-359195.jpg","https://www.dove.co.nz/jump/21503","4717385945203","0 day(s)"
"AOC","CQ27G3S /79","AOC CQ27G3S 27"" Curved 2560x1440 HDMI DP 165Hz Ergo Monitor","Curved 1000R, QHD, VA, 3-sided frameless, Adaptivesync(Freesync Premium under testing) , 165Hz, 1ms,  HDR10, 2H1DP,  HAS
3000 : 1 (Typical) 80 Million : 1 (DCR), 1ms (MPRT) / 4ms (GtG), NTSC 97% (CIE1976) / sRGB 118% (CIE1931) / DCI-P3 89% (CIE1976), Delta E < 2, 
2560 × 1440 @ 165Hz – DisplayPort1.2, 144Hz – HDMI2.0, HDMI 2.0 x 2, DisplayPort 1.2 x 1, 100mm VESA","AOC0818","445.00","31","Monitors","_Unspecified","https://www.dove.co.nz/images/products/22930-5714710.jpg","https://www.dove.co.nz/jump/22930","4717385945852","0 day(s)"
"AOC","Q27G2S/D /79","AOC Q27G2S/D 27"" IPS 2560x1440 1ms HDMI DP 170Hz Ergo Monitor","27"" IPS Panel, QHD 2560 x 1440 Max Res, 170Hz, 2x HDMI2.0, 1xDisplay Port, VESA 100mm, 3yr Warranty, Height adjustable stand: 130mm, Swivel: -30° ~ 30°, Pivot: 0°~90° ± 2°, Tilt: -5° ~ 23°
NTSC 108% (CIE1976) / sRGB 126% (CIE1931) / DCI-P3 99% (CIE1976)","AOC0821","466.00","0","Monitors","_Unspecified","https://www.dove.co.nz/images/products/23374-4313153.jpg","https://www.dove.co.nz/jump/23374","4717385946354","60 day(s)"
"AOC","CQ27G3Z /79","AOC CQ27G3Z 27"" Curved VA 2560x1440 0.5ms HDMI DP 240Hz Ergo Monitor","27"" Curved VA Panel, QHD 2560 x 1440 Max Res, 240Hz, 2x HDMI2.0, 2xDisplay Port, VESA 100mm, 3yr Warranty, Height adjustable stand: 130mm, Swivel: -30° ~ 30°, Pivot: 0°~90° ± 2°, Tilt: -5° ~ 23°
","AOC0822","625.00","31","Monitors","_Unspecified","https://www.dove.co.nz/images/products/23630-291365.jpg","https://www.dove.co.nz/jump/23630","6973985230851","0 day(s)"
"AOC","27G2SE /79","AOC 27G2SE 27"" 1920x1080 1ms VGA HDMI DP 165Hz Monitor","27"" VA Panel, Full HD 1920 x 1080 Max Res, 165Hz, 1x VGA, 2x HDMI, 1xDisplay Port, VESA 100mm, 3yr Warranty Tilt -5° - 23°
NTSC 101% (CIE1976) / sRGB 122% (CIE1931) / DCI-P3 92% (CIE1976)","AOC0823","324.00","101","Monitors","_Unspecified","https://www.dove.co.nz/images/products/23547-1911134.jpg","https://www.dove.co.nz/jump/23547","6973985230073","0 day(s)"
"AOC","Q32V3S/WS /79","AOC Q32V3S/WS 32"" IPS 2560x1440 HDMI DP 75Hz Monitor White","31.5"" IPS Panel, QHD 2560x1440 Max Res,45ms Response, 75Hz, 1xHDMI, 1xDisplay Port, VESA 100mm, 3 yr Warranty, Tilt -3.5° - 16.5°, White 
NTSC 89% / sRGB 101%, Incl 1xHDMI cable","AOC117S","396.00","0","Monitors","_Unspecified","https://www.dove.co.nz/images/products/23548-2811134.jpg","https://www.dove.co.nz/jump/23548","4717385945937","15 Dec 22"
"AOC","C32G2E /79","AOC C32G2E 32"" Curved 1920x1080 1ms VGA HDMI DP 165Hz Gaming Monitor","31.5"" Curved 1500R VA Gaming Monitor, Full HD 1920 x 1080 Max Res, 1ms Response, 165Hz, 1xVGA, 2xHDMI, 1xDisplay Port VESA 100mm, FreeSync, 3yr Warranty, Tilt -5° - 23° ","AOC118","399.00","0","Monitors","Unspecified","https://www.dove.co.nz/images/products/21501-1716185.jpg","https://www.dove.co.nz/jump/21501","4717385945371","19 Dec 22"
"AOC","CQ32G3SE /79","AOC CQ32G3SE 32"" Curved 2560x1440 1ms HDMI DP 165Hz Gaming Monitor","Curved 1000R, QHD, VA, 3-sided frameless, Adaptivesync(Freesync Premium under testing) , 165Hz, 1ms, HDR10, 1x HDMI2.0, 1x DisplayPort1.4
","AOC119","496.00","0","Monitors","Unspecified","https://www.dove.co.nz/images/products/22880-113258.jpg","https://www.dove.co.nz/jump/22880","4717385945869","19 Dec 22"
"AOC","CU34G3S /79","AOC CU34G3S 34"" Curved 3440x1440 1ms HDMI DP USB 165Hz Ergo Monitor","Curved 1000R, WQHD, VA, 3-sided frameless, Adaptivesync, 165Hz, 1ms, HDR10, 2H1DP, PBP, USB, Speaker,  HAS
Incl 1xDP cable","AOC120","699.00","0","Monitors","Unspecified","https://www.dove.co.nz/images/products/22396-37996.jpg","https://www.dove.co.nz/jump/22396","4717385945876","19 Dec 22"
"AOC","24E2QA /79","AOC 24E2QA 24"" IPS 1920x1080 VGA HDMI DP spk Frameless Monitor 3yr wty","23.8""  IPS Panel, Frameless, Full HD 1920 x 1080 Max Res, 4ms Response, 1 x VGA, 1xHDMI, 1xDisplay Port, 2x2W Speakers, NTSC 80% / sRGB 104%, VESA 100mm, 3yr warranty, Tilt -5° - 23°, Includes HDMI Cable 1.8m x 1, DP Cable 1.8m x 1","AOC2001","235.00","0","Monitors","_Unspecified","https://www.dove.co.nz/images/products/23276-5213212.jpg","https://www.dove.co.nz/jump/23276","4717385946170","60 day(s)"
"AOC","24P2Q /79","AOC 24P2Q 24"" 1920x1080 VGA DVI HDMI DP Ergo Frameless Monitor 4yr wty","23.8"" Pro Series 75Hz IPS Panel, Frameless, Full HD 1920 x 1080 Max Res, 4ms Response, 1xVGA 1xDVI 1xHDMI 1xDisplay Port, 4xUSB3.2, 2x2W Speakers, 107% sRGB, VESA 100mm, 1xDisplay Port Cable, 4yr Warranty, Ergo Base - Height Adjust 150mm, Swivel 180°, Tilt -5° - 35°","AOC2005","332.00","19","Monitors","Unspecified","https://www.dove.co.nz/images/products/22169-45151811.jpg","https://www.dove.co.nz/jump/22169","4038986147293","0 day(s)"
"AOC","24P2C /79","AOC 24P2C 24"" 1920x1080 HDMI DP USB-C Ergo Frameless Monitor 4yr wty","23.8"" Pro Series 75Hz IPS Panel, Frameless, Full HD 1920 x 1080 Max Res, 4ms Response,  1xHDMI 1xDisplay Port 1xUSB Type-C (65W) 4xUSB3.2 for KVM docking, 2x2W Speakers, 107% sRGB, VESA 100mm, 1xDisplay Port Cable 1x USB Type-C cable, 4yr Warranty, Ergo Base - Height Adjust 150mm, Swivel 180°, Tilt -5° - 35°","AOC2007","327.00","101","Monitors","Unspecified","https://www.dove.co.nz/images/products/22170-56151811.jpg","https://www.dove.co.nz/jump/22170","4717385946033","0 day(s)"
"AOC","27P2Q /79","AOC 27P2Q 27"" 1920x1080 VGA DVI HDMI DP Ergo Frameless Monitor 4yr wty","27"" Pro Series 75Hz IPS Panel, Frameless, Full HD 1920 x 1080 Max Res, 4ms Response, 1xVGA 1xDVI 1xHDMI 1xDisplay Port, 4xUSB3.2, 2x2W Speakers, 107% sRGB, VESA 100mm, 1xDisplay Port Cable 1xHDMI cable;, 4yr Warranty, Ergo Base - Height Adjust 150mm, Swivel 180°, Tilt -5° - 35°","AOC2034","332.00","31","Monitors","Unspecified","https://www.dove.co.nz/images/products/22171-9161811.jpg","https://www.dove.co.nz/jump/22171","4717385946040","0 day(s)"
"AOC","27P2C /79","AOC 27P2C 27"" 1920x1080 HDMI DP USB Type-C Ergo Monitor 4yr wty","27"" Pro Series 75Hz IPS Panel, Frameless, Full HD 1920 x 1080 Max Res, 4ms Response,  1xHDMI 1xDisplay Port 1xUSB Type-C 4xUSB3.2 for KVM, 2x2W Speakers, 107% sRGB, VESA 100mm, 4yr Warranty, Ergo Base - Height Adjust 150mm, Swivel 180°, Tilt -5° - 35°
Incl 1xDP cable, 1x USB Type-C cable","AOC2036","372.00","101","Monitors","Unspecified","https://www.dove.co.nz/images/products/22172-3914286.jpg","https://www.dove.co.nz/jump/22172","4717385946057","0 day(s)"
"AOC","Q27P2Q /79","AOC Q27P2Q 27"" 2560x1440 VGA HDMI DP Ergo Frameless Monitor 4yr wty","27"" Pro Series 75Hz IPS Panel, Frameless, Quad HD 2560 x 1440 Max Res, 4ms Response, 1xVGA 1xHDMI 1xDisplay Port, 4xUSB3.2, 2x2W Speakers, 107% sRGB, VESA 100mm, 1xDisplay Port Cable, 4yr Warranty, Ergo Base - Height Adjust 150mm, Swivel 180°, Tilt -5° - 35°","AOC2038","370.00","9","Monitors","Unspecified","https://www.dove.co.nz/images/products/22174-3122311.jpg","https://www.dove.co.nz/jump/22174","","0 day(s)"
"AOC","U2790VQ /79","AOC U2790VQ 27"" IPS Monitor 4k UHD HDMI DP 3yr wty","Pro series 27"" UHD 3840x2160 IPS Screen, Frameless, 2xHDMI/DP, 1.07billion colours, 108% sRGB, Low Blue Light, Flicker Free, 100mm VESA, 3 year warranty
Inc 1 x DP cable","AOC2044","448.00","31","Monitors","Unspecified","https://www.dove.co.nz/images/products/19699-5415133.jpg","https://www.dove.co.nz/jump/19699","4717385945104","0 day(s)"
"AOC","GM500","AOC GM500 RGB Gaming Mouse 2 year warranty","8 Buttons, 50 million (R, L key) Switch Life, 5000DPI, 20G, 123.82 x 63.42 x 37.90mm, Static / Breathing / Blink / Wave Lighting Effect, USB 2.0 TypeA","AOC994","35.00","31","Mice","Gaming Peripherals","https://www.dove.co.nz/images/products/21618-588176.jpg","https://www.dove.co.nz/jump/21618","4717385945258","0 day(s)"
"AOC","H271 /00","AOC H271 24-27"" LCD Height Adjust Monitor Stand 75mm & 100mm VESA","Universal Monitor Stand, 24"""" - 27"""", Tilt, Swivel, Raise, Rotate, VESA 100x100 or 75x75mm Not for 22""","AOC998","45.00","31","Monitors","Mount Brackets (LCD & Proj)","https://www.dove.co.nz/images/products/19861-11484.jpg","https://www.dove.co.nz/jump/19861","4717385944565","0 day(s)"
"Advantech","PCI-1604L-AE","Advantech PCI-1604L-AE 2-Port RS-232 Serial PCI Card","2 x RS-232 ports, PCI bus 2.2 compliant, Level 4 ESD protection (air 15 KV , contact 8 KV). Supported operating systems: Windows XP/7/8/10, and Linux
","AQ1323","91.00","0","IO Cards","Unspecified","https://www.dove.co.nz/images/products/22030-1913610.jpg","https://www.dove.co.nz/jump/22030","","0 day(s)"
"Advantech","PCI-1604UP-BE","Advantech PCI-1604UP-AE 2 Port RS232 Serial - Low Profile","This RS-232 PCI communication card is compatible with the PCI 2.2 bus specification for universal connectivity and low profile PCI cards. ","AQ1548","205.00","0","IO Cards","Unspecified","https://www.dove.co.nz/images/products/5809-4912175.jpg","https://www.dove.co.nz/jump/5809","","0 day(s)"
"Advantech","OPT8C-AE","Advantech OPT8C-AE DB62 to 8XDB25 RS232 Cable","RS232 connection cable, DB 62 on 8 x DSUB 25 male","AQ1564","116.00","0","IO Cards","Unspecified","https://www.dove.co.nz/images/products/9355-509282.jpg","https://www.dove.co.nz/jump/9355","","0 day(s)"
"Advantech","PCI-1620A-DE","Advantech PCI-1620A-DE 8 Port RS-232 PCI Communication Card","PCI bus 2.2 compliant,Supports serial speed up to 921.6 kbps, and any baud rate setting, 8-port RS-232 

DOES NOT COME WITH CABLE needs AQ1566 8x Male DB-9 Cable or AQ1564 DB-62 8x Male DB-25 Cable 

EXAR chipset","AQ1573","356.00","0","IO Cards","Unspecified","https://www.dove.co.nz/images/products/14997-36141312.jpg","https://www.dove.co.nz/jump/14997","","0 day(s)"
"Advantech","PCIE-1610B-AE","Advantech PCIe-1610B 4 Ports RS232 PCIe Card","Bus                   PCIe
Connectors            1x Female DB37 
Power Consumption     260 mA @ +3.3 V (typ.)
Certifications        CE, FCC, RoHS
OS Support            32-bit/64-bit Windows 7/8/10, and Linux
Dimensions            168 x 111 mm (6.6"" x 4.4"")

Ports                     4
Data Bits                 5,6,7,8
FIFO                      256 bytes
Parity                    None, Even, Odd, Mark and Space
Speed                     50 bps ~ 921.6 kbps, any baud rate setting
Stop Bits                 1,1.5,2
Data Flow Control         DTR/DSR,RTS/CTS, Xon/Xoff
Communication Controller  XR17V352

Comes with DB37 to 4 x DB9 cable
","AQ1583","256.00","0","IO Cards","Unspecified","https://www.dove.co.nz/images/products/15986-578238.jpg","https://www.dove.co.nz/jump/15986","","0 day(s)"
"Advantech","PCIE-1612B-AE","Advantech PCIe-1612B 4 Ports RS232/422/485 PCIe Card","4-port RS-232/422/485 PCI Express Communication Card w/Surge & Isolation
PCI Express bus 2.0 compliant
Speeds up to 921.6 kbps for extremely fast data transmission
Supports any baud rate setting
4 x RS-232 or RS- 232/422/485 ports
Operating systems supported: Windows 2000/XP/Vista/7, Linux 2.4/ 2.6/ 3.x.x, QNX6.5 and Vxworks
XR17V354 UART with 256-byte FIFOs","AQ1584","354.00","0","IO Cards","Unspecified","https://www.dove.co.nz/images/products/18771-49986.jpg","https://www.dove.co.nz/jump/18771","","0 day(s)"
"Advantech","PCIE-1612C-AE","Advantech PCIe-1612B 4 Ports RS232/422/485 PCIe Card w/ Surge Protec","4-port RS-232/422/485 PCI Express Communication Card w/Surge & Isolation
PCI Express bus 2.0 compliant
Speeds up to 921.6 kbps for extremely fast data transmission
Supports any baud rate setting
4 x RS-232 or RS- 232/422/485 ports
","AQ1586","640.00","0","IO Cards","Unspecified","https://www.dove.co.nz/images/products/19124-4110249.jpg","https://www.dove.co.nz/jump/19124","","0 day(s)"
"Advantech","WISE-4012E-AE-WA","Advantech WISE-4012E 6CH IOT Wlan + WebAccess","The Advantech WISE IoT Developer Kit is a complete hardware & software solution to help users develop IoT applications and simulate their projects in the simplest way. The WISE IoT Developer Kit provides everything you need to get going: a WISE-4012E 6-ch universal input or output wireless Ethernet I/O module, and developer kit including: WebAccess 8.0 with open interfaces for intelligent application developer, extension board for simulating sensor status, a micro USB cable for power input, and a screwdriver for wiring. The WISE-4012E has an integrated Wi-Fi interface with AP mode and web configuration which can be accessed by mobile device directly. Data can be logged in the I/O module and then automatically pushed to the file-based cloud.

IoT Developer Kit
WISE-4012E (x1)
Extension Board (x1)
USB Cable (x1)
Screwdriver (x1)
WebAccess (x1)

Main Features
2.4 GHz IEEE 802.11b/g/n WLAN
2-ch 0 ~ 10V Input, 2-ch DI, and 2-ch Relay Output
Includes WebAccess with demo project for developer
Includes extension board for simulating sensor status
Includes micro USB cable for power input
Supports Modbus/TCP with RESTful web service
Supports wireless client and server mode that can be accessed directly
without AP or router
Supports mobile device web configuration with HTML5 without the platform
limitation
Supports file-based cloud storage and local logging with time stamp 

","AQ4809","368.00","0","IoT Products","Unspecified","https://www.dove.co.nz/images/products/16168-33151210.jpg","https://www.dove.co.nz/jump/16168","","0 day(s)"
