Brand,Model,Item Number,Description,Frequency Range,SRP NZD (inc GST),Dealer NZD - 33% (ex GST),New Product,Price Change,Special Notes,UPC,EAN,Country of Origin,Customs Tariff Code,Shipping Weight (g),Shipping Weight (lbs),Length (mm),Height (mm),Width (mm),Length (in),Height (in),Width (in),Master Carton Qty,Master Carton Weight (g),Master Carton Weight (lbs),Master Carton Length (mm),Master Carton Height (mm),Master Carton Width (mm),Master Carton Length (in),Master Carton Height (in),Master Carton Width (in),Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Image 5,Product Image 6,Product Image 7,Product Image 8,Transducer Type,Polar Pattern,Spec Sheets,Spec Sheets,Spec Sheets,Spec Sheets,Spec Sheets,Whats in the Box
Sennheiser,MD 445,508828,"Handheld microphone (high-rejection super cardioid, dynamic) with 3-pin XLR-M. Includes
(1) MZQ 800 clip and (1) carrying pouch",,809,471.33,,,,615104340534,4044155249583,RO,85181000,329,0.72,174,,,6.85,,,14,8143.56,17.95,584,288,259,22.99,11.34,10.20,https://images.salsify.com/image/upload/s--tN2NqoN1--/05c1a73d12b5d5eebcad956514746ce8d2ed0589.jpg,https://images.salsify.com/image/upload/s--NePiEXMF--/9b4bb1d81a56692afe8aece0107ec8751ea53a91.jpg,,,,,,,Dynamic,Supercardioid,https://www.sennheiser.com/globalassets/digizuite/41747-en-SP_1271_v1.0_MD_445_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41747-en-SP_1271_v1.0_MD_445_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41747-en-SP_1271_v1.0_MD_445_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41747-en-SP_1271_v1.0_MD_445_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41747-en-SP_1271_v1.0_MD_445_Product_Specification_EN.pdf,"(1) MD 445 Handheld microphone, (1) Microphone clip, (5) Pop protection, (1) Pouch"
Sennheiser,MD 46,005172,"Vocal microphone (cardioid, dynamic) for field ENG/EFP with elastic capsule mount and 3-pin XLR-M. MZQ 800 clip available separately",,409,238.29,,,,615104051720,4006087051726,RO,85181000,360,0.79,250,,,9.84,,,10,9011.56,19.87,375,395,305,14.76,15.55,12.01,https://images.salsify.com/image/upload/s--PE97_Ex3--/c66b21dd346cd08d5bbdadf229b848753c38cdef.png,,,,,,,,Dynamic,Cardioid,https://www.sennheiser.com/globalassets/digizuite/41807-en-SP_1317_v1.0_MD_46_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41807-en-SP_1317_v1.0_MD_46_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41807-en-SP_1317_v1.0_MD_46_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41807-en-SP_1317_v1.0_MD_46_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41807-en-SP_1317_v1.0_MD_46_Product_Specification_EN.pdf,"(1) MD 46 Handheld microphone, (1) Instruction manual"
Sennheiser,MD 5235,500882,"Cardioid dynamic capsule for use with SKM 5200 handheld transmitter, designed for loud stage use, black",,1119,651.94,,,,615104123267,4044155015188,DE,85181000,"159,8",0.35,103,64,82,4.06,2.52,3.23,12,2112.16,4.66,279,238,154,10.98,9.37,6.06,https://images.salsify.com/image/upload/s--vG5EeqEK--/f4945cad6cdbc60fec4028d33788a07027da220f.jpg,,,,,,,,Dynamic,Cardioid,,,,,,(1) MD 5235 Microphone capsule
Sennheiser,MD 5235 NI,502164,"Cardioid dynamic capsule for use with SKM 5200 handheld transmitter, especially designed for loud stage use, nickel",,1119,651.94,,,,615104134614,4044155023107,DE,85181000,"159,8",0.35,103,64,82,4.06,2.52,3.23,12,2112.16,4.66,279,238,154,10.98,9.37,6.06,https://images.salsify.com/image/upload/s--1gaH90Sg--/ef67d1b7a6493dab6fb9c8f54126bc88c783b528.jpg,https://images.salsify.com/image/upload/s--KYzauYet--/671bb1933319bf988fd17fb668a99e1236bb7265.png,,,,,,,Dynamic,Cardioid,,,,,,(1) MD 5235 NI Microphone capsule
Sennheiser,ME 2,508935,"Omnidirectional electret condenser lavalier with clip and grille. Compatible with AVX, SpeechLine DW, XSW 1 & 2, and evolution wireless.",,279,162.55,,,,615104348530,4044155252477,PH,85181000,30,0.07,170,15,110,6.69,0.59,4.33,50,2823.56,6.22,394,193,244,15.51,7.60,9.61,https://images.salsify.com/image/upload/s--qqJDoLtu--/1b51dc3633f0da22496a1ff3e5f57f356ec24aa7.jpg,,,,,,,,Electret Condenser,Omnidirectional,https://www.sennheiser.com/globalassets/digizuite/41602-en-SP_1166_v2.1_ME_2_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41602-en-SP_1166_v2.1_ME_2_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41602-en-SP_1166_v2.1_ME_2_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41602-en-SP_1166_v2.1_ME_2_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41602-en-SP_1166_v2.1_ME_2_Product_Specification_EN.pdf,"(1) ME 2 Lavalier microphone, (1) Microphone clip, (1) Quick guide, (1) Safety guide"
Sennheiser,ME 3,508928,"Wireless headmic (cardioid, condenser), for SK 100/300/500/D1/AVX/SL with ew stereo jack, anthracite",,309,180.03,,,,615104348042,4044155252415,TW,85181000,60,0.13,202,60,202,7.95,2.36,7.95,50,10900.0,24.03,790,400,290,31.10,15.75,11.42,https://images.salsify.com/image/upload/s--cRzP8mA8--/683d2c41ffbd231d6e906db8cdf63f644ada93ae.jpg,,,,,,,,Electret Condenser,Cardioid,https://www.sennheiser.com/globalassets/digizuite/41606-en-SP_1167_v2.1_ME_3_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41606-en-SP_1167_v2.1_ME_3_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41606-en-SP_1167_v2.1_ME_3_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41606-en-SP_1167_v2.1_ME_3_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41606-en-SP_1167_v2.1_ME_3_Product_Specification_EN.pdf,"(1) ME 2 Lavalier microphone, (1) Windscreen, (1) Pouch, (1) Quick guide, (1) Safety guide"
Sennheiser,ME 34,005060,"Capsule head for MZH series gooseneck microphones (cardioid, pre-polarized condenser). Includes (1) MZW 34 windscreen (1.0 oz), black",,279,162.55,,,,615104050600,4006087050606,DE,85181000,9,0.02,150,33,108,5.91,1.30,4.25,50,5087.56,11.22,364,343,364,14.33,13.50,14.33,https://images.salsify.com/image/upload/s--DIKtlmK4--/967357ff47625b9ae5ed2fa42fe3a339221cef62.jpg,,,,,,,,Electret Condenser,Cardioid,https://www.sennheiser.com/globalassets/digizuite/41832-en-SP_1329_v1.0_ME_34_35_36_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41832-en-SP_1329_v1.0_ME_34_35_36_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41832-en-SP_1329_v1.0_ME_34_35_36_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41832-en-SP_1329_v1.0_ME_34_35_36_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41832-en-SP_1329_v1.0_ME_34_35_36_Product_Specification_EN.pdf,"(1) ME 34 Microphone capsule, (1) MZW 34 Windscreen, (1) Quick guide"
Sennheiser,ME 34 W,005061,"Capsule head for MZH series gooseneck microphones (cardioid, pre-polarized condenser). Includes (1) MZW 34 windscreen (1.0 oz), white",,279,162.55,,,,615104050617,4006087050613,DE,85181000,9,0.02,150,33,108,5.91,1.30,4.25,50,3837.56,8.46,364,343,364,14.33,13.50,14.33,https://images.salsify.com/image/upload/s--xkPxez0L--/063ce40531e8ba4949839ab5bc525cc0c0a41a22.png,,,,,,,,Electret Condenser,Cardioid,https://www.sennheiser.com/globalassets/digizuite/41832-en-SP_1329_v1.0_ME_34_35_36_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41832-en-SP_1329_v1.0_ME_34_35_36_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41832-en-SP_1329_v1.0_ME_34_35_36_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41832-en-SP_1329_v1.0_ME_34_35_36_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41832-en-SP_1329_v1.0_ME_34_35_36_Product_Specification_EN.pdf,"(1) ME 34 Microphone capsule, (1) MZW 34 Windscreen, (1) Quick guide"
Sennheiser,ME 35,005063,"Capsule head for MZH series gooseneck microphones (supercardioid pre-polarized condenser). Includes (1) MZW 34 windscreen (1.0 oz), black",,279,162.55,,,,615104050631,4006087050637,DE,85181000,9,0.02,150,33,108,5.91,1.30,4.25,50,5137.56,11.33,364,343,364,14.33,13.50,14.33,https://images.salsify.com/image/upload/s--vM4SfEXU--/3b85c23e389b016df18d127a10aa2357d4134497.jpg,,,,,,,,Electret Condenser,Supercardioid,https://www.sennheiser.com/globalassets/digizuite/41832-en-SP_1329_v1.0_ME_34_35_36_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41832-en-SP_1329_v1.0_ME_34_35_36_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41832-en-SP_1329_v1.0_ME_34_35_36_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41832-en-SP_1329_v1.0_ME_34_35_36_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41832-en-SP_1329_v1.0_ME_34_35_36_Product_Specification_EN.pdf,"(1) ME 35 Microphone capsule, (1) MZW 34 Windscreen, (1) Quick guide"
Sennheiser,ME 35 W,005064,"Capsule head for MZH series gooseneck microphones (supercardioid pre-polarized condenser). Includes (1) MZW 34 windscreen (1.0 oz), white",,279,162.55,,,,615104050648,4006087050644,DE,85181000,9,0.02,150,33,108,5.91,1.30,4.25,50,3837.56,8.46,364,343,364,14.33,13.50,14.33,https://images.salsify.com/image/upload/s--M6yTIcvU--/f72f040d353ca02a513590541341d19413662a22.png,,,,,,,,Electret Condenser,Supercardioid,https://www.sennheiser.com/globalassets/digizuite/41832-en-SP_1329_v1.0_ME_34_35_36_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41832-en-SP_1329_v1.0_ME_34_35_36_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41832-en-SP_1329_v1.0_ME_34_35_36_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41832-en-SP_1329_v1.0_ME_34_35_36_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41832-en-SP_1329_v1.0_ME_34_35_36_Product_Specification_EN.pdf,"(1) ME 35 Microphone capsule, (1) MZW 34 Windscreen, (1) Quick guide"
Sennheiser,ME 36,005065,"Condenser capsule head for MZH series gooseneck microphones (supercardioid/lobe pre-polarized). Includes (1) MZW 36 windscreen (2.0 oz), black",,419,244.11,,,,615104050655,4006087050651,DE,85181000,17,0.04,150,33,108,5.91,1.30,4.25,50,5587.56,12.32,364,343,364,14.33,13.50,14.33,https://images.salsify.com/image/upload/s--TtRF3RfX--/1c5c03bdadffb3f83687905c3367289e373b6840.png,,,,,,,,Electret Condenser,Supercardioid,https://www.sennheiser.com/globalassets/digizuite/41501-en-SP_1111_v1.0_Dante_Kit_ME_36_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41501-en-SP_1111_v1.0_Dante_Kit_ME_36_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41501-en-SP_1111_v1.0_Dante_Kit_ME_36_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41501-en-SP_1111_v1.0_Dante_Kit_ME_36_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41501-en-SP_1111_v1.0_Dante_Kit_ME_36_EN.pdf,"(1) ME 36 Microphone capsule, (1) MZW 36 Windscreen, (1) Quick guide"
Sennheiser,ME 36 W,005066,"Condenser capsule head for MZH series gooseneck microphones (supercardioid/lobe pre-polarized). Includes (1) MZW 36 windscreen (2.0 oz), white",,419,244.11,,,,615104050662,4006087050668,DE,85181000,17,0.04,150,33,108,5.91,1.30,4.25,50,4337.56,9.56,364,343,364,14.33,13.50,14.33,https://images.salsify.com/image/upload/s--iQ6husHQ--/f5c18b1d26d14ecebd3572fe47ab07767ebf1fee.png,,,,,,,,Electret Condenser,Supercardioid,https://www.sennheiser.com/globalassets/digizuite/41501-en-SP_1111_v1.0_Dante_Kit_ME_36_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41501-en-SP_1111_v1.0_Dante_Kit_ME_36_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41501-en-SP_1111_v1.0_Dante_Kit_ME_36_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41501-en-SP_1111_v1.0_Dante_Kit_ME_36_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41501-en-SP_1111_v1.0_Dante_Kit_ME_36_EN.pdf,"(1) ME 36 Microphone capsule, (1) MZW 36 Windscreen, (1) Quick guide"
Sennheiser,ME 4,508936,"Clip-on microphone for SK100-300-500 - cardioid pattern with windscreen, anthractite",,269,156.72,,,,615104348554,4044155252484,DE,85181000,26,0.06,60,"0,1",13,2.36,0.00,0.51,50,2673.56,5.89,394,193,244,15.51,7.60,9.61,https://images.salsify.com/image/upload/s--z8NyBJVc--/2f78f3eb939a83a505aa09a241e994e2033d787d.jpg,,,,,,,,Electret Condenser,Cardioid,https://www.sennheiser.com/globalassets/digizuite/41609-en-SP_1168_v2.1_ME_4_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41609-en-SP_1168_v2.1_ME_4_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41609-en-SP_1168_v2.1_ME_4_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41609-en-SP_1168_v2.1_ME_4_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41609-en-SP_1168_v2.1_ME_4_Product_Specification_EN.pdf,"(1) ME 4 Lavalier Microphone, (1) Microphone clip, (1) Windscreen, (1) Quick guide, (1) Safety guide"
Sennheiser,MEB 102 B,505600,"Installed boundary layer microphone (omnidirectional, pre-polarized condenser) with 24-48 V phantom power and 3-pin XLR-M. Includes (2) rubber rings for mounting and (1) hex nut for mounting, black",,389,226.63,,,,615104230132,4044155079227,DE,85181000,60,0.13,85,110,40,3.35,4.33,1.57,72,7997.56,17.63,375,395,305,14.76,15.55,12.01,https://images.salsify.com/image/upload/s--wZY4ci_---/a201f9c07c2b97b6c0240aba9a5987ada8623ec9.jpg,,,,,,,,Electret Condenser,Omnidirectional,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,"(1) MEB 102 Boundary microphone (black), (1) Set of mounting material"
Sennheiser,MEB 102 W,505601,"Installed boundary layer microphone (omnidirectional, pre-polarized condenser) with 24-48 V phantom power and 3-pin XLR-M. Includes (2) rubber rings for mounting and (1) hex nut for mounting, white",,389,226.63,,,,615104230149,4044155079234,RO,85181000,60,0.13,85,110,40,3.35,4.33,1.57,72,7997.56,17.63,375,395,305,14.76,15.55,12.01,https://images.salsify.com/image/upload/s--lajGNv8v--/99db1d49580dd0fbfa35a681fa8b4de76c2f867d.jpg,,,,,,,,Electret Condenser,Omnidirectional,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,"(1) MEB 102 Boundary microphone (white), (1) Set of mounting material"
Sennheiser,MEB 102-L B,505603,"Installed boundary layer microphone (omnidirectional, pre-polarized condenser) with 24-48 V phantom power, 3-pin XLR-M and bi-color LED ring for status indication. Includes (2) rubber rings for mounting and (1) hex nut for mounting, black",,399,232.46,,,,615104230163,4044155079258,RO,85181000,60,0.13,85,110,40,3.35,4.33,1.57,72,7997.56,17.63,375,395,305,14.76,15.55,12.01,https://images.salsify.com/image/upload/s--ao-1j6e_--/888f462de7bd3caf22e576da9de9c61718fc8f50.jpg,,,,,,,,Dynamic,Omnidirectional,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,"(1) MEB 102-L Boundary microphone (black), (2) Rubber rings for mounting, (1) Hex nut for mounting"
Sennheiser,MEB 102-L W,505604,"Installed boundary layer microphone (omnidirectional, pre-polarized condenser) with 24-48 V phantom power, 3-pin XLR-M and bi-color LED ring for status indication. Includes (2) rubber rings for mounting and (1) hex nut for mounting, white",,399,232.46,,,,615104230194,4044155079265,DE,85181000,60,0.13,85,110,40,3.35,4.33,1.57,72,7997.56,17.63,375,395,305,14.76,15.55,12.01,https://images.salsify.com/image/upload/s--lwusBhXR--/773975073b69989a63222002b64152d167408629.jpg,,,,,,,,Electret Condenser,Omnidirectional,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,"(1) MEB 102-L Boundary microphone (white), (2) Rubber rings for mounting, (1) Hex nut for mounting"
Sennheiser,MEB 104 B,505606,"Installed boundary layer microphone (cardioid, pre-polarized condenser) with 24-48 V phantom power, 3-pin XLR-M and programmable on, off, PTT and PTM modes. Includes (2) rubber rings for mounting and (1) hex nut for mounting, black",,389,226.63,,,,615104230224,4044155079289,RO,85181000,61,0.13,85,110,40,3.35,4.33,1.57,72,8069.56,17.79,375,395,305,14.76,15.55,12.01,https://images.salsify.com/image/upload/s--cQs9czo2--/9ce19c599ff60d0aa5111deca56d4d8a7f1f194e.jpg,,,,,,,,Electret Condenser,Cardioid,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,"(1) MEB 104 Boundary microphone (black), (2) Rubber rings for mounting, (1) Hex nut for mounting"
Sennheiser,MEB 104 W,505607,"Installed boundary layer microphone (cardioid, pre-polarized condenser) with 24-48 V phantom power, 3-pin XLR-M and programmable on, off, PTT and PTM modes. Includes (2) rubber rings for mounting and (1) hex nut for mounting, white",,389,226.63,,,,615104230231,4044155079296,RO,85181000,61,0.13,85,110,40,3.35,4.33,1.57,72,8069.56,17.79,375,395,305,14.76,15.55,12.01,https://images.salsify.com/image/upload/s--NO8O7IU1--/8788cef57d0278f7f3a92d331d60bef00ebed395.jpg,,,,,,,,Electret Condenser,Cardioid,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,"(1) MEB 104 Boundary microphone (white), (2) Rubber rings for mounting, (1) Hex nut for mounting"
Sennheiser,MEB 104-L B,505609,"Installed boundary layer microphone (cardioid, pre-polarized condenser) with 24-48 V phantom power, 3-pin XLR-M,  programmable on, off, PTT and PTM modes and bi-color LED ring for status indication. Includes (2) rubber rings for mounting and (1) hex nut for mounting, black",,399,232.46,,,,615104230255,4044155079319,RO,85181000,61,0.13,85,110,40,3.35,4.33,1.57,72,8069.56,17.79,375,395,305,14.76,15.55,12.01,https://images.salsify.com/image/upload/s--6TtFIXnb--/1472f2339e8ff15ca96a577fe0edd71b5375fd59.jpg,,,,,,,,Electret Condenser,Cardioid,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41441-en-SP_1080_v3.0_MEB_102_MEB_102-L_MEB_104_MEB_104-L_Specification_EN.pdf,"(1) MEB 104-L Boundary microphone (black), (2) Rubber rings for mounting, (1) Hex nut for mounting"
